Date,Log_Address,Log_Reason,Normalized_Reason,lat,long,Normalized_Address
2024/10/04 20:49:00,"[NAT 2047] SPEEDWAY - 194 WEST CENTRAL ST","F - MVA with Injury SUMMONS REQUEST","MOTOR VEHICLE CRASH",42.282353,-71.382449,"194 W CENTRAL ST, NATICK, MA, 01760"
2024/10/04 21:01:00,"[NAT 3614] AVALON NATICK APARTMENTS - 5 CHRYSLER RD Apt. #310","SUSPICIOUS ACTIVITY F - Transport-Hospital","SUSPICIOUS ACTIVITY",42.305171,-71.381901,"5 CHRYSLER RD, NATICK, MA, 01760"
2024/10/04 22:06:00,"85 NORTH MAIN ST","FOUND/ LOST PROPERTY P - Services Rendered","FOUND/ LOST PROPERTY",42.290597,-71.353096,"85 N MAIN ST, NATICK, MA, 01760"
2024/10/04 22:33:00,"48 SILVER HILL LN Apt. #22","SERVE WARRANT UNABLE TO SERVE","SERVE WARRANT UNABLE TO SERVE",42.277903,-71.384684,"48 SILVER HILL LN, NATICK, MA, 01760"
2024/10/04 22:59:00,"[NAT 3728] PLANET FITNESS - 215 WEST CENTRAL ST","SUSPICIOUS ACTIVITY P - Services Rendered","SUSPICIOUS ACTIVITY",42.281997,-71.390006,"215 W CENTRAL ST, NATICK, MA, 01760"
2024/10/05 00:51:00,"132 CEDAR TER Apt. #C","SUSPICIOUS ACTIVITY Unfounded","SUSPICIOUS ACTIVITY",42.273766,-71.355613,"132 CEDAR TER, NATICK, MA, 01760"
2024/10/05 06:51:00,"[NAT 3404] AVALON NATICK APARTMENTS - 1 CHRYSLER RD Apt. #1108","SERVE WARRANT UNABLE TO SERVE","SERVE WARRANT UNABLE TO SERVE",42.305133,-71.382036,"1 CHRYSLER RD, NATICK, MA, 01760"
2024/10/05 07:16:00,"84 CEDAR AVE","SUSPICIOUS ACTIVITY P - Services Rendered","SUSPICIOUS ACTIVITY",42.273956,-71.355868,"84 CEDAR AVE, NATICK, MA, 01760"
2024/10/05 09:06:00,"[NAT 899] 3 WHITRIDGE RD - 3 WHITRIDGE RD","ALARM, BURGLAR P - ALARM SET OFF IN ERROR","ALARM, BURGLAR",42.258285,-71.340431,"3 WHITRIDGE RD, NATICK, MA, 01760"
2024/10/05 09:30:00,"[NAT 869] 106 SPEEN ST","MOTOR VEHICLE CRASH Report to be filed","MOTOR VEHICLE CRASH",42.283873,-71.375448,"106 SPEEN ST, NATICK, MA, 01760"
2024/10/05 09:58:00,"[NAT 4500] EVERETT FUNERAL HOME - 4 PARK ST","ESCORT/ TRANSPORT P - Services Rendered","ESCORT/ TRANSPORT",42.283897,-71.346185,"4 PARK ST, NATICK, MA, 01760"
2024/10/05 10:48:00,"147 NORTH MAIN ST","MOTOR VEHICLE CRASH Report to be filed","MOTOR VEHICLE CRASH",42.294913,-71.358131,"147 N MAIN ST, NATICK, MA, 01760"
2024/10/05 11:16:00,"[NAT 3843] NATICK HIGH SCHOOL - 15 WEST ST","M/ V CRASH/ PRIVATE PROPERTY P - Services Rendered","MOTOR VEHICLE CRASH",42.276971,-71.359319,"15 WEST ST, NATICK, MA, 01760"
2024/10/05 11:50:00,"10 SHATTUCK ST","LARCENY / FORGERY/ FRAUD P - Services Rendered","LARCENY / FORGERY/ FRAUD",42.289379,-71.347168,"10 SHATTUCK ST, NATICK, MA, 01760"
2024/10/05 11:55:00,"[NAT 4142] SHERWOOD PLAZA (EAST) - 1288 WORCESTER ST","MOTOR VEHICLE STOP Citation/ Warning Issued","MOTOR VEHICLE STOP",42.298925,-71.387202,"1288 WORCESTER ST, NATICK, MA, 01760"
2024/10/05 11:59:00,"[NAT 4367] FIDO DOG PARK - 109 WEST CENTRAL ST","HAZARD P - Services Rendered","HAZARD",42.283576,-71.366282,"109 W CENTRAL ST, NATICK, MA, 01760"
2024/10/05 12:12:00,"126 NORTH MAIN ST","MOTOR VEHICLE CRASH Report to be filed","MOTOR VEHICLE CRASH",42.293537,-71.357743,"126 N MAIN ST, NATICK, MA, 01760"
2024/10/05 13:30:00,"[NAT 135] BRIGHAM GILL MOTORCARS INC - 817 WORCESTER ST","MOTOR VEHICLE STOP Citation/ Warning Issued","MOTOR VEHICLE STOP",42.305644,-71.310768,"817 WORCESTER ST, WELLESLEY HILLS, MA, 02481"
2024/10/05 13:36:00,"[NAT 947] RW HOLMES REALTY - 1085 WORCESTER ST","MOTOR VEHICLE STOP Citation/ Warning Issued","MOTOR VEHICLE STOP",42.299327,-71.366223,"1085 WORCESTER ST, NATICK, MA, 01760"
2024/10/05 13:49:00,"124 EVERETT ST","Animals (Other) P - Services Rendered","ANIMALS",42.259527,-71.353425,"124 EVERETT ST, NATICK, MA, 01760"
2024/10/05 14:43:00,"577 WORCESTER ST ","MOTOR VEHICLE STOP Citation/ Warning Issued","MOTOR VEHICLE STOP",42.308786,-71.285260,"577 WORCESTER ST, WELLESLEY HILLS, MA, 02481"
2024/10/05 15:17:00,"[NAT 1021] LILJA SCHOOL - 41 BACON ST","MOTOR VEHICLE CRASH Taken/Refer Other Agency","MOTOR VEHICLE CRASH",42.294630,-71.327616,"41 BACON ST, NATICK, MA, 01760"
2024/10/05 15:27:00,"[NAT 1661] PEGAN COVE - 32 WASHINGTON AVE","HAZARD Gone On Arrival","HAZARD",42.285620,-71.353230,"32 WASHINGTON AVE, NATICK, MA, 01760"
2024/10/05 17:30:00,"[NAT 3728] PLANET FITNESS - 215 WEST CENTRAL ST","LARCENY OF M/V Report to be filed","LARCENY OF M/V",42.281997,-71.390006,"215 W CENTRAL ST, NATICK, MA, 01760"
2024/10/05 17:32:00,"[NAT 2101] NATICK MALL (PARKING DECK C) - 1249 WORCESTER ST","M/ V CRASH/ Hit & Run SUMMONS REQUEST","MOTOR VEHICLE CRASH",42.299503,-71.377842,"1249 WORCESTER ST, NATICK, MA, 01760"
2024/10/05 19:47:00,"42 COTTAGE ST","SUSPICIOUS ACTIVITY P - Services Rendered","SUSPICIOUS ACTIVITY",42.276563,-71.346393,"42 COTTAGE ST, NATICK, MA, 01760"
2024/10/05 20:04:00,"[NAT 74] WENDY'S - 355 WORCESTER ST","MOTOR VEHICLE STOP Citation/ Warning Issued","MOTOR VEHICLE STOP",42.314808,-71.267098,"355 WORCESTER ST, WELLESLEY HILLS, MA, 02481"
2024/10/05 20:13:00,"[NAT 920] NATICK MALL (MALL I) - 1245 WORCESTER ST","MOTOR VEHICLE STOP Citation/ Warning Issued","MOTOR VEHICLE STOP",42.299500,-71.377749,"1245 WORCESTER ST, NATICK, MA, 01760"
2024/10/05 20:16:00,"[NAT 954] THE VERVE HOTEL - 1360 WORCESTER ST","MOTOR VEHICLE STOP Citation/ Warning Issued","MOTOR VEHICLE STOP",42.298777,-71.391301,"1360 WORCESTER ST, NATICK, MA, 01760"
2024/10/05 20:19:00,"1260 WORCESTER ST","MOTOR VEHICLE STOP Citation/ Warning Issued","MOTOR VEHICLE STOP",42.298929,-71.387144,"1260 WORCESTER ST, NATICK, MA, 01760"
2024/10/05 20:49:00,"[NAT 403] THE CONTAINER STORE - 1265 WORCESTER ST","MOTOR VEHICLE STOP Citation/ Warning Issued","MOTOR VEHICLE STOP",42.299514,-71.378211,"1265 WORCESTER ST, NATICK, MA, 01760"
2024/10/05 20:52:00,"[NAT 4092] NEWTON DISTRIBUTING - 245 WEST CENTRAL ST","MOTOR VEHICLE STOP Citation/ Warning Issued","MOTOR VEHICLE STOP",42.281973,-71.390508,"245 W CENTRAL ST, NATICK, MA, 01760"
2024/10/05 20:53:00,"1245 WORCESTER ST","FOUND/ LOST PROPERTY P - Services Rendered","FOUND/ LOST PROPERTY",42.299500,-71.377749,"1245 WORCESTER ST, NATICK, MA, 01760"
2024/10/05 21:03:00,"200 WEST CENTRAL ST ","MOTOR VEHICLE STOP Citation/ Warning Issued","MOTOR VEHICLE STOP",42.282226,-71.384856,"200 W CENTRAL ST, NATICK, MA, 01760"
2024/10/05 21:47:00,"[NAT 79] BERNARDI HONDA - 960 WORCESTER ST","MOTOR VEHICLE STOP Citation/ Warning Issued","MOTOR VEHICLE STOP",42.299258,-71.365104,"960 WORCESTER ST, NATICK, MA, 01760"
2024/10/05 21:51:00,"49 WEST CENTRAL ST","SERVE WARRANT Arrest(s) Made","SERVE WARRANT Arrest(s) Made",42.283182,-71.352457,"49 W CENTRAL ST, NATICK, MA, 01760"
2024/10/05 23:07:00,"[NAT 3836] STARBUCKS - 333 WORCESTER ST","MOTOR VEHICLE STOP Citation/ Warning Issued","MOTOR VEHICLE STOP",42.314475,-71.257305,"333 WORCESTER ST, WELLESLEY HILLS, MA, 02481"
2024/10/06 00:51:00,"[NAT 466] 7- ELEVEN - 172 NORTH MAIN ST","MOTOR VEHICLE STOP Citation/ Warning Issued","MOTOR VEHICLE STOP",42.297786,-71.359299,"172 N MAIN ST, NATICK, MA, 01760"
2024/10/06 00:56:00,"[NAT 466] 7- ELEVEN - 172 NORTH MAIN ST","MOTOR VEHICLE STOP Citation/ Warning Issued","MOTOR VEHICLE STOP",42.297786,-71.359299,"172 N MAIN ST, NATICK, MA, 01760"
2024/10/06 01:20:00,"[NAT 957] LENSCRAFTERS - 1364 WORCESTER ST","MOTOR VEHICLE STOP Citation/ Warning Issued","MOTOR VEHICLE STOP",42.298770,-71.391463,"1364 WORCESTER ST, NATICK, MA, 01760"
2024/10/06 01:31:00,"691 WORCESTER ST ","ERRATIC OPERATOR Gone On Arrival","ERRATIC OPERATOR",42.306156,-71.296741,"691 WORCESTER ST, WELLESLEY HILLS, MA, 02481"
2024/10/06 01:53:00,"[NAT 1547] SUNNYSIDE PLAZA - 915 WORCESTER ST","MOTOR VEHICLE STOP Citation/ Warning Issued","MOTOR VEHICLE STOP",42.299876,-71.361849,"915 WORCESTER ST, NATICK, MA, 01760"
2024/10/06 03:03:00,"DRIS CORP - 16 TECH CIR","ALARM, BURGLAR P- Alarm Open Door/ Window","ALARM, BURGLAR",42.313778,-71.337926,"16 TECH CIR, NATICK, MA, 01760"
2024/10/06 03:06:00,"[NAT 2836] CASTLE COURTYARD - 93 EAST CENTRAL ST","SUSPICIOUS ACTIVITY P - Services Rendered","SUSPICIOUS ACTIVITY",42.285127,-71.340344,"93 E CENTRAL ST, NATICK, MA, 01760"
2024/10/06 10:02:00,"BATHROOM - 1245 WORCESTER ST","FOUND/ LOST PROPERTY Log Entry","FOUND/ LOST PROPERTY",42.299500,-71.377749,"1245 WORCESTER ST, NATICK, MA, 01760"
2024/10/06 10:52:00,"[NAT 4367] FIDO DOG PARK - 109 WEST CENTRAL ST","MOTOR VEHICLE STOP Citation/ Warning Issued","MOTOR VEHICLE STOP",42.283576,-71.366282,"109 W CENTRAL ST, NATICK, MA, 01760"
2024/10/06 10:55:00,"53 SOUTH ST","Animals (Other) Log Entry","ANIMALS",42.256102,-71.328216,"53 SOUTH ST, NATICK, MA, 01760"
2024/10/06 11:14:00,"191 HARTFORD ST ","MOTOR VEHICLE STOP Citation/ Warning Issued","MOTOR VEHICLE STOP",42.292528,-71.400355,"191 HARTFORD ST, NATICK, MA, 01760"
2024/10/06 11:21:00,"52 FELCH RD","LARCENY / FORGERY/ FRAUD Report to be filed","LARCENY / FORGERY/ FRAUD",42.313304,-71.353871,"52 FELCH RD, NATICK, MA, 01760"
2024/10/06 12:13:00,"[NAT 2013] UPS STORE OF NATICK - 841 WORCESTER ST","DISTURBANCE Report to be filed","DISTURBANCE",42.305605,-71.311290,"841 WORCESTER ST, WELLESLEY HILLS, MA, 02481"
2024/10/06 12:21:00,"18 UNIVERSITY DR","SUDDEN DEATH Report to be filed","SUDDEN DEATH",42.289392,-71.328084,"18 UNIVERSITY DR, NATICK, MA, 01760"
2024/10/06 13:12:00,"[NAT 936] BERNARDI VOLVO - 910 WORCESTER ST","MOTOR VEHICLE CRASH P - Services Rendered","MOTOR VEHICLE CRASH",42.299582,-71.362449,"910 WORCESTER ST, NATICK, MA, 01760"
2024/10/06 14:42:00,"[NAT 1705] NATICK POLICE DEPARTMENT - 20 EAST CENTRAL ST","FOUND/ LOST PROPERTY Log Entry","FOUND/ LOST PROPERTY",42.284248,-71.345123,"20 E CENTRAL ST, NATICK, MA, 01760"
2024/10/06 14:58:00,"NATICK COLLISON - 22 COCHITUATE ST ","NOISE COMPLAINT P - Services Rendered","NOISE COMPLAINT",42.285681,-71.351581,"22 COCHITUATE ST, NATICK, MA, 01760"
2024/10/06 15:19:00,"[NAT 1662] NATICK COMMUNITY ORGANIC FARM - 117 ELIOT ST","FOUND/ LOST PROPERTY P - Services Rendered","FOUND/ LOST PROPERTY",42.266060,-71.324293,"117 ELIOT ST, NATICK, MA, 01760"
2024/10/06 16:32:00,"186 WOODLAND ST ","COMPLAINT P - Services Rendered","COMPLAINT",42.276611,-71.325200,"186 WOODLAND ST, NATICK, MA, 01760"
2024/10/06 19:10:00,"13 FERN ST","LOCKOUT (VEHICLE) P - Services Rendered","LOCKOUT (VEHICLE)",42.272469,-71.370909,"13 FERN ST, NATICK, MA, 01760"
2024/10/06 20:38:00,"[NAT 920] NATICK MALL (MALL I) - 1245 WORCESTER ST","MOTOR VEHICLE STOP Citation/ Warning Issued","MOTOR VEHICLE STOP",42.299500,-71.377749,"1245 WORCESTER ST, NATICK, MA, 01760"
2024/10/06 20:41:00,"42 SILVER HILL LN Apt. #3","COMPLAINT P - Services Rendered","COMPLAINT",42.278138,-71.384784,"42 SILVER HILL LN, NATICK, MA, 01760"
2024/10/06 22:23:00,"[NAT 3845] LUSSIER CORPORATION - 201 OAK ST","SUSPICIOUS ACTIVITY P - Services Rendered","SUSPICIOUS ACTIVITY",42.314282,-71.339144,"201 OAK ST, NATICK, MA, 01760"
2024/10/06 22:49:00,"[NAT 963] HAMPTON INN - 319 SPEEN ST","MOTOR VEHICLE STOP Citation/ Warning Issued","MOTOR VEHICLE STOP",42.301009,-71.379941,"319 SPEEN ST, NATICK, MA, 01760"
2024/10/06 23:02:00,"975 WORCESTER ST","MOTOR VEHICLE STOP Citation/ Warning Issued","MOTOR VEHICLE STOP",42.299682,-71.363393,"975 WORCESTER ST, NATICK, MA, 01760"
